iter	RMSE
676	2101.358759
677	2100.325773
678	2098.271165
679	2097.289117
680	2095.045899
681	2094.439931
682	2093.575142
683	2091.986113
684	2090.829864
685	2090.210033
686	2087.782127
687	2086.14899
688	2081.822521
689	2080.808187
690	2079.531048
691	2078.188633
692	2076.85844
693	2075.877887
694	2075.238477
695	2075.158373
696	2073.822765
697	2072.099967
698	2071.658062
699	2069.433668
700	2069.295619
701	2067.918073
702	2067.131394
703	2065.80692
704	2065.272497
705	2064.088753
706	2063.277969
707	2062.082986
708	2061.143936
709	2060.110786
710	2058.657159
711	2055.403495
712	2054.982811
713	2054.133958
714	2053.715332
715	2051.09533
716	2048.092577
717	2047.187665
718	2046.506634
719	2045.205209
720	2043.971786
721	2039.086144
722	2038.590289
723	2037.486611
724	2035.487975
725	2032.660498
726	2032.142366
727	2031.088979
728	2030.063642
729	2029.398715
730	2028.126075
731	2027.187829
732	2024.424014
733	2023.658391
734	2022.692127
735	2022.208431
736	2021.231308
737	2020.14759
738	2019.717789
739	2018.780159
740	2015.678196
741	2014.983756
742	2014.004575
743	2012.833291
744	2009.944269
745	2009.216423
746	2008.115633
747	2006.387292
748	2005.732805
749	2003.388468
750	2000.85433
751	1999.931488
752	1997.536792
753	1996.706907
754	1995.520446
755	1994.919502
756	1992.643898
757	1991.375505
758	1991.033491
759	1990.3014
760	1988.149162
761	1987.308874
762	1985.652127
763	1984.683059
764	1983.876748
765	1980.008871
766	1979.556664
767	1978.961201
768	1977.938106
769	1975.90915
770	1974.348959
771	1973.273293
772	1972.037295
773	1970.861643
774	1970.443524
775	1968.033003
776	1966.52452
777	1965.055399
778	1961.930157
779	1961.152621
780	1960.454323
781	1958.37133
782	1955.990359
783	1953.736736
784	1952.559807
785	1949.531907
786	1949.069366
787	1947.267584
788	1943.966825
789	1943.386197
790	1942.449264
791	1940.668811
792	1939.323931
793	1938.263064
794	1937.053669
795	1936.74843
796	1935.998734
797	1934.381999
798	1933.419707
799	1930.466871
800	1928.070806
801	1927.010945
802	1926.007405
803	1925.018386
804	1924.45045
805	1923.445855
806	1922.39747
807	1920.116377
808	1919.174202
809	1917.981908
810	1917.544474
811	1915.774228
812	1914.742285
813	1913.911071
814	1913.085131
815	1912.187846
816	1910.266637
817	1909.558466
818	1908.83975
819	1908.377562
820	1906.716381
821	1904.254083
822	1903.869831
823	1902.931408
824	1902.152941
825	1901.063835
826	1900.03941
827	1899.630773
828	1897.52976
829	1896.296331
830	1893.558196
831	1891.862043
832	1890.599159
833	1888.494088
834	1887.669198
835	1885.065385
836	1884.088749
837	1882.499927
838	1881.573309
839	1881.234206
840	1879.531347
841	1878.59879
842	1877.636332
843	1876.76386
844	1873.978726
845	1871.986171
846	1871.279833
847	1869.584777
848	1868.78705
849	1868.153584
850	1867.279866
851	1864.822099
852	1863.721783
853	1860.949628
854	1860.152374
855	1859.673945
856	1858.902979
857	1858.082429
858	1856.64886
859	1855.192226
860	1854.430196
861	1853.656867
862	1852.703809
863	1850.674806
864	1849.565068
865	1848.829108
866	1847.299646
867	1846.509879
868	1845.814381
869	1844.166866
870	1843.324869
871	1842.629991
872	1841.677053
873	1840.592363
874	1839.508919
875	1837.988805
876	1836.971502
877	1835.887162
878	1835.409821
879	1834.782234
880	1832.443632
881	1831.955133
882	1831.212492
883	1829.944829
884	1829.223726
885	1828.660164
886	1827.048816
887	1826.481534
888	1825.696354
889	1824.195289
890	1822.276047
891	1821.983862
892	1820.829153
893	1820.471805
894	1819.12062
895	1818.37398
896	1817.378504
897	1816.4898
898	1814.695165
899	1814.187084
900	1813.525064
901	1811.600187
902	1810.008768
903	1808.693721
904	1808.036222
905	1807.334288
906	1806.744848
907	1806.076205
908	1805.424223
909	1804.840194
910	1803.056404
911	1801.735513
912	1800.54013
913	1799.871938
914	1798.80761
915	1797.505638
916	1796.507723
917	1795.909983
918	1794.806976
919	1794.412622
920	1793.568926
921	1792.266655
922	1791.541735
923	1791.11152
924	1790.437413
925	1789.304783
926	1788.338284
927	1787.854616
928	1786.087359
929	1785.202798
930	1783.56205
931	1783.268833
932	1782.807876
933	1781.841141
934	1780.234113
935	1778.813361
936	1778.203191
937	1777.55283
938	1775.526032
939	1775.278946
940	1774.673663
941	1772.321495
942	1771.187783
943	1769.872896
944	1768.854065
945	1768.54239
946	1767.709053
947	1767.151841
948	1766.71139
949	1766.406952
950	1764.564979
951	1763.000592
952	1762.157677
953	1761.586202
954	1761.151662
955	1760.361247
956	1759.492199
957	1758.948422
958	1758.626223
959	1758.387106
960	1756.536798
961	1755.558248
962	1754.731589
963	1753.527332
964	1751.560458
965	1751.106875
966	1750.078847
967	1749.208298
968	1748.452998
969	1747.867131
970	1745.974105
971	1745.21995
972	1743.958858
973	1743.407627
974	1742.706569
975	1740.223171
976	1739.71126
977	1738.963856
978	1738.381087
979	1737.781312
980	1737.524398
981	1736.72495
982	1736.153503
983	1735.837264
984	1733.469692
985	1733.084109
986	1731.389817
987	1731.065609
988	1730.198852
989	1729.064388
990	1727.525837
991	1726.826174
992	1725.37612
993	1724.743668
994	1724.062943
995	1723.066738
996	1722.651254
997	1721.382008
998	1720.982255
999	1719.342133
